epoch,lr,optimization_loss,train_accuracy,train_macro_f1,val_accuracy,val_macro_f1,val_gate_mean,val_spike_rate
16,0.0018090169943749477,1.5485645929972331,0.4666666666666667,0.41698207783609964,0.4666666666666667,0.44000000000000006,0.819534162680308,0.10979027301073074
17,0.001785316930880745,1.5296227931976318,0.6,0.5670814132104455,0.6666666666666666,0.6447619047619048,0.8194383184115092,0.1102593367298444
18,0.0017604059656000312,1.5240024030208588,0.5833333333333334,0.5475524475524475,0.6,0.5476190476190477,0.8192492723464966,0.1111077293753624
19,0.0017343225094356856,1.5167531470457714,0.5333333333333333,0.5026190476190477,0.26666666666666666,0.2333333333333333,0.8189645608266195,0.11262999226649602
20,0.0017071067811865474,1.5292169749736786,0.6,0.5730465949820789,0.4666666666666667,0.38051948051948054,0.8190074761708578,0.10918240745862325
21,0.0016788007455329418,1.5145938297112782,0.43333333333333335,0.3207843137254902,0.5333333333333333,0.49230769230769234,0.8189092675844828,0.10695258776346843
22,0.0016494480483301838,1.4697517553965251,0.55,0.43989966555183946,0.5333333333333333,0.40476190476190477,0.8188320199648539,0.10850400974353154
23,0.001619093949309834,1.5254004299640656,0.5833333333333334,0.5533333333333332,0.6,0.58,0.8187112013498942,0.11121668418248494
24,0.0015877852522924731,1.4891149600346882,0.6,0.546955266955267,0.6666666666666666,0.6476190476190475,0.8186756372451782,0.10801821698745091
25,0.0015555702330196024,1.4708038171132405,0.5833333333333334,0.5511793132845765,0.6,0.5333333333333333,0.8186555703481039,0.10771530121564865
26,0.0015224985647159489,1.4592171808083851,0.5166666666666667,0.4541971482760957,0.6666666666666666,0.6428571428571429,0.8185169696807861,0.11125896126031876
27,0.0014886212414969551,1.4666128257910411,0.5666666666666667,0.5198809523809524,0.5333333333333333,0.4957142857142857,0.8185640374819437,0.10929746677478154
28,0.001453990499739547,1.4709674715995789,0.5666666666666667,0.5173626373626373,0.4666666666666667,0.3662337662337662,0.8187018235524496,0.10654591768980026
29,0.0014186597375374283,1.4329898953437805,0.55,0.49966835332688986,0.4666666666666667,0.3662337662337662,0.8187156120936075,0.10610691706339519
30,0.00138268343236509,1.4189050495624542,0.6,0.5635401635401636,0.5333333333333333,0.4888888888888888,0.8186113238334656,0.10860709349314372
31,0.001346117057077493,1.469127118587494,0.5833333333333334,0.5040671570083335,0.5333333333333333,0.4888888888888888,0.818855365117391,0.10798973093430202
32,0.0013090169943749475,1.4376617471377056,0.6,0.559343185550082,0.5333333333333333,0.49428571428571433,0.8189013401667277,0.10630561411380768
33,0.0012714404498650742,1.4308130145072937,0.5166666666666667,0.4234261671007814,0.5333333333333333,0.47714285714285715,0.8189077973365784,0.1079271137714386
34,0.0012334453638559056,1.4110463460286458,0.65,0.5987666606257311,0.6,0.590952380952381,0.8189704418182373,0.11037349700927734
35,0.0011950903220161284,1.4230946898460388,0.6666666666666666,0.6282087757964335,0.6,0.6047619047619046,0.8191648324330648,0.10817690938711166
36,0.001156434465040231,1.4426159858703613,0.6,0.5801139601139601,0.5333333333333333,0.5460317460317461,0.8191848794619242,0.10837854941685994
37,0.0011175373974578377,1.4076047738393147,0.6166666666666667,0.589857229005302,0.6,0.5933333333333333,0.8191689054171244,0.10924027611811955
38,0.001078459095727845,1.4113148252169292,0.6333333333333333,0.5983829138062549,0.7333333333333333,0.7257142857142858,0.8192287882169088,0.10863060504198074
39,0.0010392598157590686,1.4281683266162872,0.7,0.6788081314397104,0.7333333333333333,0.7333333333333332,0.8192630211512247,0.10745782405138016
40,0.001,1.3987376789251964,0.7166666666666667,0.6996413608178315,0.7333333333333333,0.6814285714285714,0.8192619283994039,0.10916929692029953
41,0.0009607401842409317,1.3901193638642628,0.7166666666666667,0.7111247367769107,0.8666666666666667,0.8666666666666666,0.819381594657898,0.1080028439561526
42,0.0009215409042721553,1.3785630861918132,0.6833333333333333,0.6579757848348553,0.8,0.7847619047619048,0.8193719784418741,0.10901919504006703
43,0.0008824626025421626,1.3771196802457173,0.7166666666666667,0.7055266955266954,0.6666666666666666,0.6866666666666668,0.8193501631418864,0.10871853431065877
44,0.0008435655349597695,1.3992069959640503,0.6333333333333333,0.6207321663843404,0.6666666666666666,0.659047619047619,0.8193047642707825,0.1109390879670779
45,0.000804909677983872,1.3494268258412678,0.7,0.6772710622710623,0.7333333333333333,0.7314285714285714,0.8193550109863281,0.10934291034936905
46,0.0007665546361440949,1.3647117614746094,0.7666666666666667,0.7526151722673461,0.8,0.7847619047619048,0.8193586071332296,0.11051026235024135
47,0.0007285595501349257,1.3968213299910228,0.7166666666666667,0.7170079476390836,0.8,0.8076190476190476,0.8193961977958679,0.10899839798609416
48,0.0006909830056250529,1.4011994202931721,0.75,0.7476616761845964,0.7333333333333333,0.7485714285714286,0.8194214502970377,0.1087264468272527
49,0.0006538829429225075,1.311650663614273,0.7166666666666667,0.7093866179095382,0.8,0.8076190476190476,0.8193893631299337,0.10938133796056111
50,0.0006173165676349106,1.4065122306346893,0.6833333333333333,0.6568737973967176,0.7333333333333333,0.7257142857142858,0.8194028536478678,0.11093366394440334
51,0.0005813402624625725,1.3814659516016643,0.7,0.6817460317460317,0.6666666666666666,0.659047619047619,0.8193916281064352,0.11157407611608505
52,0.0005460095002604536,1.3070464432239532,0.6833333333333333,0.6643033234513964,0.8,0.8076190476190476,0.8193723758061727,0.11032941689093907
53,0.0005113787585030453,1.4190434714158375,0.6833333333333333,0.6643033234513964,0.8,0.8076190476190476,0.8193597992261251,0.11021796613931656
54,0.0004775014352840515,1.3379490474859874,0.6833333333333333,0.6647305748903237,0.7333333333333333,0.7257142857142858,0.8193225661913554,0.1106635257601738
55,0.000444429766980398,1.3941411872704823,0.6666666666666666,0.6474263916678433,0.7333333333333333,0.7333333333333333,0.8192900816599528,0.11089342087507248
56,0.00041221474770752723,1.3490425149599712,0.6166666666666667,0.596559649500826,0.5333333333333333,0.5460317460317461,0.819232443968455,0.11033845692873001
57,0.0003809060506901665,1.2944750289122264,0.65,0.636965469793483,0.6666666666666666,0.6688888888888889,0.8192053238550822,0.11038073152303696
58,0.0003505519516698167,1.323848932981491,0.6333333333333333,0.6202840434419382,0.5333333333333333,0.5222222222222223,0.8192091186841329,0.11097390453020732
59,0.00032119925446705874,1.3461201290289562,0.6333333333333333,0.606439393939394,0.7333333333333333,0.7257142857142858,0.8191912968953451,0.11071076989173889
60,0.00029289321881345267,1.297523965438207,0.6166666666666667,0.5996429545805013,0.6666666666666666,0.6514285714285715,0.8191889921824137,0.1108265146613121
61,0.00026567749056431456,1.3947109778722127,0.65,0.6208651026392962,0.7333333333333333,0.7257142857142858,0.8191714882850647,0.11152682950099309
62,0.00023959403439996918,1.3444196184476216,0.6666666666666666,0.6308545727136432,0.6666666666666666,0.6599999999999999,0.8191392421722412,0.11261687924464543
63,0.00021468306911925515,1.2945132354895275,0.6333333333333333,0.5919155844155843,0.7333333333333333,0.7257142857142858,0.8191409111022949,0.11198459565639496
64,0.00019098300562505274,1.346471220254898,0.6,0.5560714285714285,0.7333333333333333,0.7257142857142858,0.81913956006368,0.11213515450557072
65,0.00016853038769745505,1.3225924968719482,0.6166666666666667,0.5737337662337663,0.7333333333333333,0.7257142857142858,0.8191325068473816,0.11259811123212178
66,0.00014735983564590787,1.3236810266971588,0.6833333333333333,0.6585133239831698,0.7333333333333333,0.7257142857142858,0.819129745165507,0.11253594607114792
67,0.00012750399292720308,1.3030460079511006,0.65,0.621505376344086,0.7333333333333333,0.7257142857142858,0.81912895043691,0.11238765964905421
68,0.00010899347581163223,1.3015800615151722,0.65,0.621760559757164,0.7333333333333333,0.7257142857142858,0.8191177845001221,0.11230515191952388
69,9.185682617491866e-05,1.342698226372401,0.6333333333333333,0.6048519781427002,0.8,0.8076190476190476,0.8191068768501282,0.11198369413614273
70,7.612046748871328e-05,1.3400263388951619,0.6166666666666667,0.5926441102756892,0.8,0.8076190476190476,0.8190992474555969,0.11200448622306187
71,6.180866407751585e-05,1.3703272143999736,0.6333333333333333,0.6024577572964669,0.7333333333333333,0.719047619047619,0.8190903266270956,0.1122142697374026
72,4.8943483704846477e-05,1.345850666364034,0.65,0.6196114369501466,0.6666666666666666,0.6190476190476191,0.8190892338752747,0.11219256619612376
73,3.754476354635284e-05,1.2976246376832326,0.6166666666666667,0.5842504743833017,0.7333333333333333,0.7257142857142858,0.8190906246503195,0.11225338031848271
74,2.7630079602323446e-05,1.3122558891773224,0.6666666666666666,0.6359046283309959,0.6666666666666666,0.6314285714285715,0.8190889159838358,0.1121579830845197
75,1.921471959676957e-05,1.3084961374600728,0.6666666666666666,0.6377932551319648,0.6666666666666666,0.6314285714285715,0.8190867900848389,0.11229247848192851
76,1.2311659404862342e-05,1.309119979540507,0.6833333333333333,0.6532959326788219,0.6666666666666666,0.6314285714285715,0.8190849224726359,0.11233611156543095
77,6.931543045073708e-06,1.3067095379034679,0.6833333333333333,0.6532959326788219,0.6666666666666666,0.6314285714285715,0.8190846641858419,0.11229361842075984
78,3.0826662668720365e-06,1.3595632712046306,0.6833333333333333,0.6532959326788219,0.6666666666666666,0.6314285714285715,0.8190845648447672,0.11236188809076945
79,7.709637592770991e-07,1.3441434701283772,0.6833333333333333,0.6532959326788219,0.6666666666666666,0.6314285714285715,0.8190841873486837,0.11233702301979065
80,0.0,1.3128962218761444,0.6833333333333333,0.6532959326788219,0.6666666666666666,0.6314285714285715,0.8190842469533285,0.11235149204730988
